Unnamed: 0,carat,cut,color,clarity,average us salary,number of diamonds mined (millions),depth,table,price,x,y,z
25455.0,0.8,premium,i,si2,43816.0,2.64,59.4,59.0,3933.02,8.21,8.25,4.89
25456.0,1.53,premium,g,vs1,45645.0,1.75,61.0,60.0,3933.02,7.4,7.43,4.52
25457.0,0.8,ideal,h,si2,39031.0,1.92,62.6,57.0,3933.02,8.4,8.35,5.25
25458.0,1.52,very good,f,vs2,41810.0,3.32,63.5,57.0,3933.02,7.23,7.29,4.61
25459.0,0.8,good,j,si1,36838.0,3.01,63.7,55.0,3933.02,8.28,8.35,5.3
25460.0,1.55,ideal,f,si1,43161.0,3.0,61.9,55.0,3933.02,7.47,7.42,4.61
26979.73,0.8,ideal,g,si1,39078.0,4.5,59.8,57.46,3933.02,5.73,5.73,3.54
26979.73,0.8,ideal,j,si1,48275.0,2.56,62.4,58.0,3933.02,8.08,5.73,3.54
25463.0,1.66,premium,d,si1,38290.0,0.99,62.0,59.0,3933.02,7.55,7.6,4.7
25464.0,0.8,ideal,j,si1,32049.0,2.56,61.75,57.46,3933.02,8.21,5.73,3.54
25465.0,1.4,ideal,g,vvs2,47001.0,2.15,62.0,56.0,3933.02,7.18,7.13,4.44
25466.0,1.5,premium,g,vs1,38578.0,3.43,62.7,58.0,3933.02,7.3,7.25,4.56
25467.0,1.5,premium,g,vs1,48806.0,1.33,61.2,59.0,3933.02,7.36,7.32,4.49
25468.0,1.36,very good,d,vvs2,47739.0,2.28,62.6,58.0,3933.02,7.06,7.21,4.47
25469.0,1.64,premium,e,si1,38870.0,1.34,59.5,58.0,3933.02,7.72,7.64,4.57
25470.0,1.56,ideal,g,vs2,41090.0,4.0,61.3,56.0,3933.02,7.48,7.5,4.59
25471.0,0.8,premium,i,vs1,35580.0,1.81,60.5,62.0,3933.02,8.18,8.15,4.94
25472.0,0.8,very good,i,si2,32032.0,3.15,62.2,54.0,3933.02,8.11,8.15,5.06
25473.0,0.8,ideal,i,si1,36772.0,2.76,61.4,57.46,3933.02,5.73,8.07,3.54
25474.0,1.69,premium,f,vs2,31659.0,1.97,59.8,60.0,3933.02,7.79,7.74,4.64
25475.0,1.5,ideal,f,vs2,44527.0,1.22,61.4,55.0,3933.02,7.35,7.44,4.54
25476.0,1.5,very good,f,vs2,38721.0,2.36,61.3,61.0,3933.02,7.33,7.36,4.5
25477.0,1.85,ideal,i,vvs2,37622.0,2.07,62.4,57.0,3933.02,7.91,7.86,4.92
25478.0,1.51,ideal,f,vs2,48281.0,2.44,62.4,56.0,3933.02,7.38,7.31,4.58
25479.0,1.51,premium,f,vs2,37401.0,0.92,60.4,59.0,3933.02,7.41,7.33,4.45
25480.0,0.8,good,h,si2,31705.0,3.69,63.6,58.0,3933.02,8.37,8.29,5.3
25481.0,0.8,good,g,si1,37157.0,1.87,59.5,57.46,3933.02,8.87,8.74,5.24
25482.0,1.5,very good,e,vs2,30221.0,1.72,60.7,60.0,3933.02,7.32,7.41,4.47
25483.0,1.5,very good,e,vs2,32433.0,3.55,62.1,60.0,3933.02,7.27,7.31,4.53
25484.0,0.8,premium,j,si1,33528.0,1.06,62.4,59.0,3933.02,8.36,8.33,5.21
25485.0,1.7,ideal,h,vs1,35211.0,2.57,62.8,57.0,3933.02,7.57,7.47,4.72
25486.0,0.8,good,i,vs2,37112.0,2.11,63.6,56.0,3933.02,8.18,8.12,5.18
25487.0,0.8,ideal,i,si2,35532.0,3.46,60.7,57.0,3933.02,8.4,8.34,5.08
25488.0,1.56,premium,g,vs1,42073.0,2.33,60.9,58.0,3933.02,7.53,7.49,4.57
25489.0,1.7,very good,h,vvs2,32113.0,3.84,63.1,57.0,3933.02,7.61,7.52,4.77
25490.0,0.8,ideal,i,si2,43877.0,3.28,62.2,56.0,3933.02,8.34,8.29,5.18
25491.0,0.8,ideal,f,si2,33874.0,5.18,62.6,55.0,3933.02,8.27,8.22,5.16
25492.0,1.54,ideal,g,vs1,41699.0,2.54,61.2,56.0,3933.02,7.45,7.46,4.57
25493.0,0.8,premium,f,si2,37911.0,2.96,62.4,58.0,3933.02,8.08,8.05,5.03
25494.0,1.5,ideal,f,vs2,35372.0,3.07,60.2,55.0,3933.02,7.45,7.51,4.5
25495.0,1.53,very good,e,vs2,36658.0,1.31,61.2,60.0,3933.02,7.49,7.4,4.56
25496.0,1.57,ideal,g,vs2,42892.0,5.19,61.7,56.0,3933.02,7.42,7.49,4.6
25497.0,0.8,good,i,si2,43179.0,1.04,62.7,61.2,3933.02,8.23,8.31,5.19
25498.0,1.71,ideal,h,vs2,42255.0,2.45,61.4,56.0,3933.02,7.68,7.71,4.72
25499.0,1.52,premium,g,vs1,35163.0,4.81,61.2,60.0,3933.02,7.37,7.4,4.52
25500.0,1.51,premium,f,vs2,36307.0,2.85,61.1,59.0,3933.02,7.37,7.32,4.49
25501.0,1.51,ideal,f,vs2,38592.0,2.97,62.8,56.0,3933.02,7.32,7.27,4.58
25502.0,1.51,premium,f,vs2,46256.0,2.73,62.0,60.0,3933.02,7.35,7.23,4.52
26979.73,1.51,premium,g,si1,32948.0,1.55,61.75,57.46,3933.02,7.36,5.73,4.55
25504.0,1.51,premium,f,vs2,44922.0,3.9,62.5,58.0,3933.02,7.33,7.22,4.55
25505.0,1.52,very good,d,si1,41805.0,3.06,60.6,57.8,3933.02,7.4,7.46,4.51
25506.0,0.8,very good,i,si2,47961.0,1.58,62.3,57.0,3933.02,8.12,8.2,5.09
25507.0,0.8,premium,h,si2,30768.0,4.98,61.3,60.0,3933.02,8.35,8.33,5.11
25508.0,1.26,ideal,e,vvs2,36630.0,2.22,61.1,57.0,3933.02,7.0,6.98,4.27
25509.0,1.2,ideal,f,if,44216.0,2.52,61.6,57.0,3933.02,6.84,6.79,4.2
25510.0,1.51,premium,e,vs2,48131.0,2.88,62.2,59.0,3933.02,7.36,7.31,4.56
25511.0,1.72,premium,f,si1,44440.0,3.54,62.4,60.0,3933.02,7.67,7.62,4.77
25512.0,1.5,ideal,h,vvs1,31761.0,2.9,61.2,57.0,3933.02,7.34,7.4,4.51
25513.0,1.58,very good,f,vs2,43581.0,3.65,59.9,61.0,3933.02,7.5,7.6,4.52
25514.0,1.87,very good,h,si1,35129.0,2.28,62.9,58.0,3933.02,7.79,7.83,4.91
25515.0,0.8,ideal,e,si2,41505.0,4.0,62.3,56.0,3933.02,8.11,8.09,5.05
25516.0,1.71,premium,e,si1,37715.0,5.1,62.2,58.0,3933.02,7.67,7.61,4.75
25517.0,0.8,premium,h,si1,40069.0,1.01,63.0,54.0,3933.02,8.07,7.99,5.06
25518.0,0.8,ideal,i,si2,30807.0,1.78,61.9,56.0,3933.02,8.22,8.26,5.1
25519.0,0.8,ideal,j,vs2,36689.0,0.98,61.0,57.0,3933.02,8.08,8.13,4.94
25520.0,0.8,premium,j,si1,32367.0,4.09,60.5,59.0,3933.02,8.41,8.35,5.07
25521.0,1.64,premium,g,vs2,39436.0,3.32,62.4,58.0,3933.02,7.52,7.49,4.68
25522.0,0.8,premium,j,vs2,44735.0,3.73,62.1,59.0,3933.02,8.08,7.98,4.99
25523.0,1.51,premium,f,vs2,46086.0,4.04,61.9,59.0,3933.02,7.31,7.39,4.55
25524.0,1.51,very good,e,vs2,31412.0,3.79,60.8,60.0,3933.02,7.3,7.36,4.46
25525.0,0.8,very good,h,si2,42154.0,1.39,61.0,57.0,3933.02,8.02,8.18,4.94
25526.0,0.8,very good,h,si2,34749.0,3.49,63.1,56.0,3933.02,8.84,8.78,5.56
25527.0,1.61,ideal,g,vs1,42133.0,1.52,61.9,55.0,3933.02,7.58,7.55,4.68
25528.0,0.8,premium,i,si2,42054.0,0.87,59.4,59.0,3933.02,8.25,8.21,4.89
25529.0,1.53,premium,g,vs1,47198.0,0.79,61.0,60.0,3933.02,7.43,7.4,4.52
25530.0,0.8,ideal,h,si1,37912.0,1.34,62.4,56.0,3933.02,8.4,8.37,5.23
25531.0,0.8,premium,i,si2,33546.0,1.22,61.7,58.0,3933.02,8.07,8.0,4.96
25532.0,0.8,good,j,si1,32177.0,4.93,63.7,55.0,3933.02,8.35,8.28,5.3
25533.0,0.8,premium,i,si2,41089.0,3.2,62.9,58.0,3933.02,8.7,8.59,5.44
25534.0,1.5,premium,f,vs2,41716.0,2.6,61.0,58.0,3933.02,7.37,7.31,4.48
26979.73,1.66,ideal,d,si1,38117.0,4.27,61.75,59.0,3933.02,7.6,7.55,3.54
25536.0,1.75,very good,h,vs1,37594.0,2.48,63.3,56.0,3933.02,7.63,7.53,4.8
25537.0,0.8,ideal,g,si2,45006.0,2.48,62.9,56.0,3933.02,8.18,8.14,5.13
25538.0,0.8,premium,j,vs2,35650.0,4.89,61.3,59.0,3933.02,8.27,8.21,5.05
25539.0,1.5,very good,g,vvs1,41465.0,2.0,63.1,62.0,3933.02,7.25,7.23,4.57
25540.0,0.8,premium,i,si1,42537.0,2.07,61.0,58.0,3933.02,8.42,8.4,5.19
26979.73,0.8,ideal,h,si2,45702.0,4.9,62.0,60.0,3933.02,8.11,8.04,5.02
25542.0,0.8,ideal,h,si2,41789.0,0.77,62.8,57.0,3933.02,8.04,7.95,5.02
25543.0,1.5,very good,d,vs2,46885.0,3.11,63.6,55.0,3933.02,7.17,7.24,4.58
25544.0,1.5,premium,f,vs2,33009.0,2.65,60.8,58.0,3933.02,7.44,7.29,4.48
25545.0,1.5,premium,f,vs2,42551.0,4.92,61.3,61.0,3933.02,7.36,7.33,4.5
25546.0,1.5,ideal,f,vs2,32760.0,3.03,61.4,55.0,3933.02,7.44,7.35,4.54
25547.0,1.51,premium,g,vs1,48482.0,1.12,60.1,58.0,3933.02,7.45,7.48,4.49
25548.0,1.51,premium,g,vs1,44245.0,4.41,62.6,60.0,3933.02,7.19,7.28,4.53
25549.0,1.51,ideal,g,vs1,46733.0,3.64,60.6,57.0,3933.02,7.38,7.48,4.5
25550.0,1.85,ideal,i,vvs2,35797.0,0.83,62.4,57.0,3933.02,7.91,7.86,4.92
25551.0,1.6,very good,g,vs2,41406.0,2.93,61.0,57.0,3933.02,7.55,7.59,4.62
25552.0,1.86,very good,h,si1,39933.0,3.99,62.6,58.0,3933.02,7.77,7.82,4.88
25553.0,0.8,ideal,h,si1,41300.0,2.85,60.6,57.0,3933.02,8.34,8.29,5.04
25554.0,1.55,very good,g,vs1,40502.0,3.37,60.8,60.0,3933.02,7.46,7.51,4.55
25555.0,1.62,ideal,f,vs1,38852.0,1.85,61.7,55.0,3933.02,7.58,7.53,4.66
25556.0,1.5,premium,e,vs2,46200.0,5.1,62.1,60.0,3933.02,7.31,7.27,4.53
25557.0,0.8,ideal,e,si1,48225.0,2.25,61.75,57.46,3933.02,7.41,7.32,3.54
25558.0,1.5,premium,e,vs2,30178.0,3.13,59.5,58.0,3933.02,7.53,7.46,4.46
25559.0,0.8,ideal,i,si2,30093.0,1.58,61.7,55.0,3933.02,8.24,8.43,5.14
25560.0,1.52,premium,f,vs2,45779.0,1.03,59.4,55.0,3933.02,7.52,7.46,4.45
25561.0,0.8,premium,i,vs2,45813.0,1.42,60.7,61.0,3933.02,8.28,8.27,5.02
25562.0,1.75,ideal,i,vvs2,48373.0,0.73,62.1,56.0,3933.02,7.72,7.69,4.79
26979.73,0.8,good,g,si1,33254.0,3.14,61.75,60.0,3933.02,8.57,8.48,3.54
25564.0,0.8,premium,j,vs1,42142.0,2.66,60.7,60.0,3933.02,8.64,8.6,5.23
25565.0,1.62,very good,f,vs2,35223.0,4.28,63.2,56.0,3933.02,7.54,7.43,4.73
25566.0,0.8,fair,j,vs1,32177.0,2.14,61.75,54.0,3933.02,7.76,7.92,5.22
25567.0,0.8,very good,j,vs2,44319.0,2.05,61.9,60.0,3933.02,7.95,8.04,4.95
25568.0,1.63,very good,g,vs1,35690.0,2.58,62.5,60.0,3933.02,7.43,7.51,4.67
25569.0,0.8,premium,g,si1,32166.0,2.84,61.75,57.46,3933.02,8.06,7.97,4.89
25570.0,1.12,ideal,e,vvs1,39980.0,1.16,61.5,56.0,3933.02,6.7,6.76,4.13
25571.0,0.8,ideal,h,si2,39085.0,1.11,62.6,55.0,3933.02,8.34,8.31,5.21
25572.0,1.97,premium,f,si2,31213.0,1.4,61.1,58.0,3933.02,8.05,8.11,4.94
25573.0,0.8,premium,g,vs1,37224.0,4.59,61.75,58.0,3933.02,5.73,8.25,4.94
25574.0,1.52,very good,f,vs2,43377.0,3.27,62.3,56.0,3933.02,7.29,7.34,4.56
25575.0,1.22,ideal,e,vvs2,34864.0,2.26,61.6,56.0,3933.02,6.85,6.88,4.23
25576.0,1.72,premium,h,vs1,45198.0,2.39,59.3,59.0,3933.02,7.86,7.82,4.65
25577.0,1.51,ideal,f,vs2,30069.0,2.97,63.0,55.0,3933.02,7.29,7.24,4.58
25578.0,1.51,very good,d,vs2,42539.0,4.59,63.2,58.0,3933.02,7.29,7.33,4.62
25579.0,0.8,ideal,i,si2,31268.0,2.82,62.7,61.0,3933.02,8.31,8.23,5.19
25580.0,0.8,ideal,g,si2,35295.0,1.18,62.5,55.0,3933.02,8.75,8.69,5.45
25581.0,0.8,premium,g,vs1,42101.0,4.21,61.9,57.46,3933.02,5.73,7.35,3.54
25582.0,1.52,premium,g,vs1,36824.0,2.7,61.2,60.0,3933.02,7.4,7.37,4.52
25583.0,0.8,good,h,si2,31731.0,2.14,62.3,60.0,3933.02,7.95,7.97,4.96
25584.0,0.8,very good,h,si2,48675.0,3.86,62.9,55.0,3933.02,8.03,8.09,5.07
25585.0,1.71,good,d,si1,48743.0,3.11,64.1,59.0,3933.02,7.51,7.46,4.8
25586.0,1.52,ideal,d,si1,41550.0,0.85,60.6,58.0,3933.02,7.46,7.4,4.51
25587.0,0.8,premium,i,si2,44001.0,0.66,62.1,56.0,3933.02,8.11,8.06,5.02
25588.0,0.8,ideal,i,si2,34483.0,3.93,62.3,57.0,3933.02,8.2,8.12,5.09
25589.0,1.26,ideal,e,vvs2,35776.0,1.09,61.1,57.0,3933.02,7.0,6.98,4.27
25590.0,1.43,ideal,e,vvs2,45588.0,1.05,62.4,57.0,3933.02,7.25,7.15,4.49
25591.0,0.8,ideal,g,si1,31151.0,2.77,61.75,56.0,3933.02,5.73,5.73,5.09
25592.0,1.2,ideal,f,if,48928.0,3.84,61.6,57.0,3933.02,6.84,6.79,4.2
25593.0,1.54,very good,g,vs1,45228.0,1.35,63.4,57.0,3933.02,7.28,7.36,4.64
25594.0,1.54,premium,g,vs1,45670.0,3.7,61.1,56.0,3933.02,7.54,7.48,4.59
25595.0,0.8,premium,i,si2,39493.0,1.28,62.9,58.0,3933.02,8.05,8.0,5.05
25596.0,1.7,good,g,vs1,38289.0,4.16,63.5,56.0,3933.02,7.53,7.64,4.82
25597.0,1.62,premium,g,vs1,47623.0,1.3,60.7,58.0,3933.02,7.62,7.54,4.6
25598.0,1.58,premium,g,vs1,37034.0,1.69,62.4,60.0,3933.02,7.46,7.38,4.63
25599.0,0.8,good,i,si2,43432.0,2.89,63.8,57.0,3933.02,8.17,8.14,5.2
25600.0,0.8,ideal,i,si2,36740.0,4.11,61.9,56.0,3933.02,8.26,8.22,5.1
25601.0,0.8,premium,h,si1,33117.0,4.02,59.9,61.0,3933.02,8.39,8.38,5.02
25602.0,1.58,premium,e,vs2,45752.0,3.35,60.1,60.0,3933.02,7.53,7.54,4.53
25603.0,1.65,ideal,g,vs2,40451.0,1.3,60.8,56.0,3933.02,7.65,7.7,4.67
25604.0,0.8,premium,h,si2,39568.0,5.1,61.75,60.0,3933.02,8.39,8.35,4.92
25605.0,1.51,premium,f,vs2,38507.0,4.39,61.9,59.0,3933.02,7.39,7.31,4.55
25606.0,1.6,ideal,g,vs2,40158.0,2.07,62.2,55.0,3933.02,7.5,7.46,4.65
25607.0,0.8,premium,h,si1,44273.0,3.82,61.2,60.0,3933.02,8.2,8.12,4.99
25608.0,0.8,ideal,g,si2,35309.0,0.66,62.5,57.46,3933.02,8.02,5.73,5.06
25609.0,1.73,good,e,si1,42342.0,0.87,64.2,58.0,3933.02,7.54,7.5,4.83
25610.0,1.51,very good,f,vs1,34096.0,1.8,61.75,60.0,3933.02,7.46,7.54,4.42
25611.0,1.51,ideal,e,vs2,31000.0,5.18,62.7,57.0,3933.02,7.31,7.26,4.57
25612.0,1.52,ideal,g,vs1,44933.0,4.64,61.8,56.0,3933.02,7.4,7.45,4.59
25613.0,1.51,premium,e,vs2,35595.0,4.43,59.8,58.0,3933.02,7.55,7.52,4.47
25614.0,1.51,very good,e,vs2,44631.0,2.21,63.3,56.0,3933.02,7.3,7.26,4.61
25615.0,1.51,ideal,g,vs2,38728.0,4.87,62.1,55.0,3933.02,5.73,7.33,3.54
26979.73,1.51,ideal,g,si1,48929.0,2.05,61.8,57.46,3933.02,5.73,7.38,4.57
25617.0,1.51,ideal,e,vs2,36695.0,4.17,61.7,55.0,3933.02,7.37,7.34,4.54
25618.0,1.53,premium,f,vs2,48291.0,3.26,61.75,60.0,3933.02,7.62,7.56,4.44
25619.0,1.5,premium,f,vs2,46522.0,3.66,60.3,58.0,3933.02,7.47,7.39,4.48
25620.0,0.8,premium,i,si1,39687.0,3.1,60.9,61.0,3933.02,8.32,8.16,4.99
25621.0,1.94,very good,i,vs2,37970.0,1.75,60.2,58.0,3933.02,8.04,8.1,4.86
25622.0,0.8,premium,h,si1,43582.0,4.35,62.3,58.0,3933.02,8.28,8.22,5.14
25623.0,1.04,ideal,d,if,42576.0,4.8,61.8,57.0,3933.02,6.49,6.52,4.02
25624.0,1.58,ideal,f,si1,44030.0,0.71,61.9,55.0,3933.02,7.52,7.47,4.64
25625.0,0.8,very good,h,si2,48699.0,1.01,60.8,60.0,3933.02,8.07,8.15,4.93
25626.0,1.0,ideal,d,vvs1,38781.0,2.87,60.7,56.0,3933.02,6.47,6.54,3.95
25627.0,0.8,ideal,j,si2,43663.0,4.99,62.8,56.0,3933.02,8.36,8.39,5.25
25628.0,0.8,ideal,j,si2,35960.0,4.72,64.0,55.0,3933.02,8.56,8.48,5.46
25629.0,0.8,premium,f,si1,38478.0,2.71,59.5,58.0,3933.02,8.21,8.18,4.88
25630.0,0.8,premium,h,si1,36250.0,1.26,60.2,58.0,3933.02,8.06,8.03,4.84
25631.0,0.8,premium,e,si2,48775.0,2.3,62.6,58.0,3933.02,8.01,7.93,4.99
25632.0,0.8,ideal,j,si1,43353.0,2.58,62.1,56.0,3933.02,8.17,8.25,5.1
25633.0,0.8,ideal,i,si2,35630.0,3.46,63.3,54.0,3933.02,8.09,8.14,5.13
25634.0,1.51,premium,g,vs1,36086.0,1.45,60.1,58.0,3933.02,7.48,7.45,4.49
25635.0,1.51,ideal,g,vs1,31616.0,1.85,60.6,57.0,3933.02,7.48,7.38,4.5
25636.0,1.51,premium,g,vs1,42801.0,1.56,62.6,60.0,3933.02,7.28,7.19,4.53
25637.0,0.8,ideal,i,si2,43187.0,2.28,61.7,55.0,3933.02,8.43,8.24,5.14
25638.0,1.13,ideal,e,vvs1,30882.0,3.7,60.6,57.0,3933.02,6.72,6.77,4.09
25639.0,0.8,very good,i,si2,31615.0,2.2,60.9,57.0,3933.02,8.14,8.19,4.97
25640.0,0.8,very good,j,vs1,45429.0,3.79,62.6,58.0,3933.02,8.06,8.11,5.06
25641.0,1.5,very good,e,vs2,47460.0,4.28,63.2,57.0,3933.02,7.29,7.26,4.6
25642.0,1.54,ideal,e,vs2,46499.0,4.12,62.0,56.0,3933.02,7.46,7.43,4.61
25643.0,0.8,ideal,i,si1,38589.0,3.69,62.5,57.0,3933.02,8.2,8.16,5.11
25644.0,0.8,ideal,i,si1,30457.0,4.79,62.3,58.0,3933.02,8.06,8.02,5.01
25645.0,1.51,ideal,g,vs1,44890.0,4.67,61.1,57.0,3933.02,7.38,7.41,4.52
25646.0,0.8,ideal,g,vs1,44388.0,4.61,61.75,56.0,3933.02,5.73,7.37,3.54
25647.0,1.51,premium,g,vs1,40088.0,3.54,62.2,58.0,3933.02,7.29,7.35,4.55
25648.0,1.97,premium,f,si2,37835.0,2.11,61.1,58.0,3933.02,8.11,8.05,4.94
25649.0,0.8,premium,h,si2,36926.0,1.06,59.3,61.0,3933.02,8.81,8.77,5.21
25650.0,0.8,premium,h,si2,45739.0,4.37,60.6,61.0,3933.02,8.88,8.68,5.29
25651.0,1.52,premium,f,vs2,40244.0,3.31,62.3,56.0,3933.02,7.34,7.29,4.56
25652.0,1.82,very good,f,si1,40616.0,3.35,63.2,56.0,3933.02,7.71,7.64,4.85
25653.0,0.8,ideal,i,si1,42224.0,1.52,62.6,55.0,3933.02,8.06,8.11,5.06
25654.0,0.8,very good,j,si1,41030.0,1.4,62.3,59.0,3933.02,8.24,8.26,5.14
25655.0,0.8,premium,h,si2,37396.0,3.67,62.3,60.0,3933.02,7.97,7.95,4.96
25656.0,0.8,ideal,i,si1,38491.0,0.9,61.9,56.0,3933.02,8.16,8.08,5.03
25657.0,0.8,premium,i,si1,34185.0,1.41,60.1,59.0,3933.02,8.24,8.19,4.94
26979.73,1.77,ideal,d,si1,31694.0,1.99,59.2,61.0,3933.02,7.86,7.98,4.69
25659.0,1.5,good,e,vs2,34796.0,3.35,61.75,63.0,3933.02,7.58,7.53,4.37
25660.0,0.8,premium,e,si2,30567.0,2.31,60.4,57.0,3933.02,8.21,8.18,4.95
25661.0,0.8,premium,h,si1,43884.0,2.4,62.2,59.0,3933.02,8.09,8.05,5.02
25662.0,1.52,premium,e,vs2,46792.0,1.72,61.8,59.0,3933.02,7.38,7.31,4.54
25663.0,1.54,premium,f,vs2,30978.0,3.34,62.4,59.0,3933.02,7.43,7.38,4.62
25664.0,0.8,ideal,j,vs1,36218.0,2.9,62.5,57.0,3933.02,8.14,8.08,5.06
25665.0,0.8,ideal,i,si1,31068.0,2.95,62.6,55.0,3933.02,8.04,8.1,5.05
25666.0,0.8,ideal,i,si1,37729.0,1.4,61.5,55.0,3933.02,8.04,8.13,4.97
25667.0,0.8,premium,h,si2,41173.0,3.02,61.4,60.0,3933.02,8.24,8.2,5.05
25668.0,1.11,ideal,d,vvs1,44262.0,3.73,62.1,55.0,3933.02,6.63,6.64,4.12
25669.0,1.5,premium,f,vs2,32555.0,2.41,61.5,58.0,3933.02,7.32,7.34,4.51
25670.0,0.8,premium,j,vs1,41608.0,2.89,59.3,60.0,3933.02,8.36,8.28,4.93
25671.0,1.5,very good,e,vs2,37086.0,3.41,59.5,58.0,3933.02,7.44,7.48,4.44
25672.0,1.34,ideal,e,vvs2,42446.0,0.65,62.6,54.0,3933.02,7.05,7.07,4.42
25673.0,0.8,ideal,j,si1,41647.0,4.65,61.5,57.0,3933.02,8.41,8.37,5.16
25674.0,1.65,ideal,g,vs2,41155.0,1.72,61.9,57.0,3933.02,7.65,7.61,4.72
25675.0,0.8,good,i,si1,43388.0,1.63,59.4,63.0,3933.02,8.18,8.26,4.88
25676.0,0.8,very good,i,si2,47843.0,3.8,60.6,60.0,3933.02,8.51,8.56,5.17
25677.0,1.95,very good,h,si1,33624.0,2.46,61.75,57.46,3933.02,5.73,7.94,4.97
25678.0,1.7,ideal,h,vvs1,41421.0,5.2,61.4,57.0,3933.02,7.63,7.69,4.7
25679.0,0.8,ideal,g,si2,42876.0,0.73,61.75,57.46,3933.02,8.3,5.73,4.94
25680.0,1.7,premium,f,si1,41360.0,1.64,62.4,57.0,3933.02,7.61,7.56,4.73
25681.0,0.31,ideal,f,vs1,32423.0,1.64,61.5,54.0,642.0,4.36,4.39,2.69
25682.0,0.31,ideal,f,vs1,32955.0,1.94,61.0,56.0,642.0,4.38,4.4,2.68
25683.0,0.3,very good,f,vs2,42340.0,1.85,63.2,59.0,642.0,4.27,4.24,2.69
25684.0,0.31,ideal,g,vs1,41893.0,3.06,61.0,56.0,642.0,4.35,4.4,2.67
25685.0,0.33,very good,g,vs1,33659.0,4.08,61.2,57.0,643.0,4.46,4.49,2.73
26979.73,0.37,ideal,d,si1,43775.0,2.49,61.75,54.0,3933.02,5.73,4.65,2.87
25687.0,0.33,good,f,vs2,48177.0,4.69,59.5,61.0,643.0,4.49,4.54,2.68
25688.0,0.36,premium,d,si2,48708.0,2.32,63.0,59.0,643.0,4.52,4.49,2.84
25689.0,0.34,ideal,i,vs1,37223.0,1.41,62.0,54.0,643.0,4.51,4.49,2.79
25690.0,0.3,very good,g,vs2,41649.0,2.42,63.5,59.0,644.0,4.22,4.17,2.66
25691.0,0.38,very good,f,si2,48164.0,1.59,60.1,60.0,644.0,4.7,4.75,2.84
25692.0,0.4,very good,e,si2,42540.0,4.89,62.1,60.0,644.0,4.65,4.69,2.9
25693.0,0.32,very good,d,si1,34064.0,3.16,60.0,56.0,644.0,4.5,4.53,2.71
25694.0,0.4,ideal,e,si2,46938.0,2.99,62.6,54.0,644.0,4.68,4.71,2.94
25695.0,0.36,ideal,f,si1,45100.0,1.42,59.7,57.0,644.0,4.69,4.72,2.81
25696.0,0.4,fair,d,si1,39824.0,5.09,61.75,55.0,644.0,4.63,4.68,3.03
25697.0,0.33,ideal,e,si1,38523.0,2.08,59.6,57.0,644.0,4.53,4.49,2.69
25698.0,0.35,very good,d,si1,33110.0,1.45,63.0,57.0,644.0,4.46,4.52,2.83
25699.0,0.35,premium,d,si1,30984.0,0.9,61.0,60.0,644.0,4.54,4.58,2.78
25700.0,0.35,premium,d,si1,32988.0,0.73,61.8,59.0,644.0,4.54,4.56,2.81
25701.0,0.34,good,d,vs2,33442.0,1.45,63.6,55.0,644.0,4.4,4.43,2.81
25702.0,0.35,ideal,d,si1,36243.0,3.63,60.8,55.0,644.0,4.56,4.59,2.78
25703.0,0.35,very good,d,si1,45723.0,0.71,60.2,57.0,644.0,4.56,4.61,2.76
25704.0,0.35,ideal,d,si1,34110.0,2.69,61.6,55.0,644.0,4.53,4.56,2.8
25705.0,0.35,ideal,d,si1,31282.0,2.83,61.6,57.0,644.0,4.54,4.55,2.8
25706.0,0.35,premium,d,si1,30857.0,1.14,62.1,58.0,644.0,4.51,4.54,2.81
25707.0,0.35,very good,d,si1,32580.0,3.82,60.1,61.0,644.0,4.56,4.59,2.75
25708.0,0.35,ideal,d,si1,38645.0,1.57,60.7,57.0,644.0,4.53,4.57,2.76
25709.0,0.35,ideal,d,si1,32610.0,3.12,62.7,56.0,644.0,4.49,4.51,2.82
25710.0,0.35,ideal,d,si1,44664.0,4.33,62.3,57.0,644.0,4.5,4.52,2.81
25711.0,0.8,premium,i,si2,43210.0,4.82,61.75,62.0,3933.02,8.43,8.39,4.91
25712.0,1.51,ideal,g,vvs2,35567.0,1.1,62.3,55.0,3933.02,7.29,7.35,4.56
25713.0,1.35,ideal,g,if,41566.0,1.83,62.2,57.0,3933.02,7.07,7.11,4.41
25714.0,1.5,ideal,e,vs2,33677.0,4.82,63.4,54.0,3933.02,7.22,7.25,4.59
25715.0,0.8,very good,i,vs2,46124.0,4.18,61.75,57.0,3933.02,8.21,8.29,4.85
25716.0,1.7,ideal,e,si1,37581.0,3.76,60.1,57.0,3933.02,7.71,7.74,4.64
25717.0,1.58,ideal,g,vs1,39948.0,3.67,61.3,57.0,3933.02,5.73,7.54,4.6
25718.0,0.8,very good,h,si2,47438.0,1.22,61.75,62.0,3933.02,8.48,8.53,5.0
26979.73,1.04,ideal,g,if,37908.0,3.32,61.8,57.46,3933.02,5.73,5.73,3.54
25720.0,0.8,ideal,e,si2,36617.0,3.56,61.75,57.46,3933.02,5.73,8.35,4.93
25721.0,0.8,very good,i,si2,38545.0,4.68,60.5,59.0,3933.02,8.19,8.26,4.98
25722.0,0.8,ideal,g,si1,35197.0,1.71,61.75,57.46,3933.02,5.73,5.73,5.01
25723.0,0.8,ideal,g,si2,48398.0,2.07,62.6,57.0,3933.02,8.35,8.29,5.21
