Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,cut_numeric,clarity_numeric
23690.0,1.5,very good,h,vvs2,62.9,59.0,3933.02,7.26,7.31,4,7
23691.0,0.8,good,i,si2,63.7,57.0,3933.02,8.23,8.19,1,3
23692.0,1.5,very good,d,si1,61.0,61.0,3933.02,7.28,7.32,4,2
23693.0,0.8,good,g,si1,61.75,57.46,3933.02,5.73,7.31,1,2
23694.0,0.8,very good,j,si2,62.4,55.0,3933.02,8.05,8.11,4,3
23695.0,0.8,very good,j,si2,59.2,60.0,3933.02,8.27,8.39,4,3
23696.0,1.51,premium,d,si1,62.5,60.0,3933.02,7.27,7.23,3,2
23697.0,1.55,very good,e,si1,60.1,58.0,3933.02,7.5,7.55,4,2
23698.0,0.8,very good,j,si1,62.0,57.0,3933.02,8.11,8.17,4,2
23699.0,1.02,ideal,d,vvs2,61.0,56.0,3933.02,6.52,6.55,2,7
23700.0,1.01,ideal,d,vvs1,62.5,55.0,3933.02,6.44,6.39,2,6
23701.0,0.36,ideal,e,si1,62.1,56.0,631.0,4.56,4.59,2,2
23702.0,0.3,premium,i,if,60.5,59.0,631.0,4.32,4.34,3,1
23703.0,0.4,premium,j,vs1,59.7,59.0,631.0,4.79,4.83,3,4
23704.0,0.36,very good,h,vs1,60.8,59.0,631.0,4.59,4.62,4,4
23705.0,0.4,good,j,vs1,63.2,57.0,631.0,4.7,4.73,1,4
23706.0,0.36,ideal,e,si1,61.6,56.0,631.0,4.56,4.59,2,2
26979.73,0.36,very good,g,vs1,61.75,59.0,3933.02,4.52,4.57,4,4
23708.0,0.4,good,j,vs1,63.4,58.0,631.0,4.61,4.64,1,4
23709.0,0.34,very good,h,vvs2,61.0,55.0,632.0,4.52,4.55,4,7
23710.0,0.37,ideal,i,vvs2,61.9,54.0,632.0,4.62,4.66,2,7
23711.0,0.31,ideal,e,vs2,61.1,56.0,632.0,4.37,4.4,2,5
23712.0,0.4,ideal,g,si2,62.0,56.0,632.0,4.73,4.76,2,3
23713.0,0.3,good,d,vs1,61.7,62.0,632.0,4.18,4.21,1,4
23714.0,0.25,ideal,g,si1,61.75,57.46,3933.02,5.73,4.07,2,2
23715.0,0.25,very good,f,vvs2,62.2,57.0,633.0,4.01,4.04,4,7
23716.0,0.25,very good,f,vvs2,60.1,57.0,633.0,4.1,4.13,4,7
23717.0,0.25,very good,f,vvs2,62.4,55.0,633.0,4.03,4.06,4,7
23718.0,0.25,very good,f,vvs2,61.6,57.0,633.0,4.05,4.08,4,7
23719.0,0.25,very good,f,vvs2,62.8,54.0,633.0,4.0,4.03,4,7
23720.0,0.29,very good,e,vvs2,61.4,58.0,633.0,4.25,4.31,4,7
23721.0,0.25,very good,f,vvs1,62.2,56.0,633.0,4.02,4.03,4,6
23722.0,0.25,very good,f,vvs1,60.8,57.0,633.0,4.08,4.1,4,6
23723.0,0.25,very good,f,vvs1,61.8,55.0,633.0,4.06,4.09,4,6
23724.0,0.25,very good,f,vvs1,61.1,57.0,633.0,4.05,4.08,4,6
23725.0,0.25,very good,f,vvs1,62.9,55.0,633.0,4.04,4.06,4,6
23726.0,0.25,very good,e,vvs1,62.3,55.0,633.0,4.04,4.06,4,6
23727.0,0.25,very good,f,if,61.1,54.0,633.0,4.08,4.11,4,1
23728.0,0.25,very good,e,if,61.3,56.0,633.0,4.1,4.13,4,1
23729.0,0.33,ideal,h,vvs2,61.6,55.0,633.0,4.48,4.51,2,7
23730.0,0.25,ideal,e,vvs2,61.1,56.0,633.0,4.08,4.11,2,7
23731.0,1.54,premium,h,vs2,61.9,59.0,3933.02,7.33,7.31,3,5
23732.0,1.36,very good,g,vvs2,60.8,60.0,3933.02,7.12,7.16,4,7
23733.0,1.7,premium,i,vvs2,62.1,59.0,3933.02,7.6,7.53,3,7
23734.0,1.52,very good,f,si1,61.4,59.0,3933.02,7.39,7.46,4,2
23735.0,0.8,very good,h,si2,63.4,60.0,3933.02,7.97,7.89,4,3
23736.0,0.8,very good,h,si2,63.4,60.0,3933.02,7.97,7.89,4,3
23737.0,1.68,ideal,e,si2,60.4,55.0,3933.02,7.7,7.79,2,3
23738.0,1.7,premium,i,vs2,62.2,58.0,3933.02,7.6,7.65,3,5
23739.0,1.83,very good,f,si1,63.2,56.0,3933.02,7.78,7.73,4,2
23740.0,1.58,premium,g,vs2,61.75,58.0,3933.02,7.68,7.64,3,5
23741.0,1.54,premium,f,si1,60.9,59.0,3933.02,7.46,7.56,3,2
23742.0,0.8,very good,j,si2,61.9,55.0,3933.02,8.06,8.09,4,3
23743.0,0.8,very good,j,si2,59.8,60.0,3933.02,8.09,8.13,4,3
23744.0,0.8,premium,j,vs1,62.0,62.0,3933.02,8.02,7.91,3,4
23745.0,1.36,ideal,d,vs2,62.1,55.0,3933.02,7.18,7.13,2,5
23746.0,1.56,very good,f,si1,60.7,59.0,3933.02,7.45,7.55,4,2
23747.0,1.5,premium,e,si1,60.0,58.0,3933.02,7.5,7.47,3,2
23748.0,1.5,premium,e,si1,60.8,58.0,3933.02,7.36,7.32,3,2
23749.0,1.54,premium,e,si1,59.3,60.0,3933.02,7.58,7.54,3,2
23750.0,1.54,premium,d,vs2,59.4,59.0,3933.02,7.61,7.55,3,5
23751.0,1.5,good,e,si1,64.1,58.0,3933.02,7.24,7.15,1,2
23752.0,1.77,very good,g,si1,63.1,57.0,3933.02,7.68,7.63,4,2
23753.0,1.6,premium,h,vs2,62.1,60.0,3933.02,7.51,7.44,3,5
23754.0,1.27,premium,f,vvs2,61.3,60.0,3933.02,6.9,6.99,3,7
23755.0,1.52,ideal,h,si1,61.3,56.0,3933.02,7.39,7.44,2,2
23756.0,1.56,very good,h,vs1,63.9,57.0,3933.02,7.3,7.37,4,4
23757.0,1.52,good,h,vs1,63.5,60.0,3933.02,7.24,7.28,1,4
23758.0,1.54,premium,g,vs2,63.0,59.0,3933.02,7.36,7.3,3,5
23759.0,1.06,very good,d,vvs1,61.8,57.0,3933.02,6.49,6.52,4,6
23760.0,1.71,ideal,e,si2,61.9,57.0,3933.02,7.69,7.65,2,3
23761.0,1.41,ideal,g,vs1,62.6,56.0,3933.02,7.15,7.2,2,4
23762.0,1.51,premium,f,si1,61.4,58.0,3933.02,7.43,7.35,3,2
23763.0,1.6,premium,g,si1,62.2,58.0,3933.02,7.44,7.5,3,2
23764.0,0.8,good,i,si2,62.9,57.46,3933.02,8.15,8.1,1,3
23765.0,0.8,premium,h,si2,61.75,58.0,3933.02,8.45,8.36,3,3
23766.0,0.8,good,i,si1,61.75,57.46,3933.02,8.39,8.31,1,2
23767.0,1.53,ideal,f,si1,60.3,57.0,3933.02,7.52,7.45,2,2
26979.73,0.8,ideal,g,si1,61.75,57.46,3933.02,5.73,7.55,2,2
23769.0,1.65,very good,h,vs1,62.0,56.0,3933.02,7.53,7.59,4,4
23770.0,0.8,premium,h,si2,62.5,62.0,3933.02,8.09,8.04,3,3
23771.0,0.8,very good,h,si1,63.1,56.0,3933.02,8.05,8.0,4,2
23772.0,1.51,good,h,vvs2,63.1,59.0,3933.02,7.26,7.28,1,7
23773.0,1.61,ideal,i,vs2,61.7,56.0,3933.02,7.52,7.62,2,5
23774.0,1.22,premium,f,vvs1,61.9,58.0,3933.02,6.85,6.81,3,6
23775.0,0.8,very good,h,si1,63.5,57.46,3933.02,8.7,5.73,4,2
23776.0,1.51,ideal,d,si1,61.9,57.0,3933.02,7.35,7.42,2,2
23777.0,1.51,very good,g,si1,60.3,57.0,3933.02,7.44,7.48,4,2
23778.0,1.06,ideal,d,vvs2,62.0,57.0,3933.02,6.52,6.54,2,7
23779.0,1.05,premium,e,if,59.0,58.0,3933.02,6.66,6.7,3,1
23780.0,1.2,ideal,e,vvs2,62.2,57.0,3933.02,6.81,6.77,2,7
23781.0,1.27,ideal,e,vs1,61.8,57.0,3933.02,6.94,6.98,2,4
23782.0,1.73,very good,i,vs1,63.4,58.0,3933.02,7.57,7.6,4,4
23783.0,1.69,ideal,g,si1,61.8,53.0,3933.02,7.68,7.71,2,2
23784.0,0.8,very good,j,si2,60.6,63.0,3933.02,8.71,8.66,4,3
23785.0,1.71,very good,d,si2,63.5,56.0,3933.02,7.58,7.51,4,3
23786.0,1.14,ideal,f,vvs1,62.2,56.0,3933.02,6.69,6.67,2,6
23787.0,1.55,ideal,g,vs2,61.75,59.0,3933.02,7.5,5.73,2,5
23788.0,1.09,ideal,f,if,61.4,55.0,3933.02,6.61,6.68,2,1
23789.0,1.36,ideal,g,vvs2,61.1,57.0,3933.02,7.14,7.2,2,7
23790.0,1.7,premium,h,si1,61.8,61.0,3933.02,7.59,7.52,3,2
23791.0,1.71,very good,i,vs2,62.8,59.0,3933.02,7.52,7.58,4,5
23792.0,0.8,premium,h,si2,60.0,60.0,3933.02,8.31,8.28,3,3
23793.0,1.46,good,e,vs2,63.9,57.0,3933.02,7.06,7.12,1,5
23794.0,1.3,ideal,g,vvs2,60.9,57.0,3933.02,7.04,7.11,2,7
23795.0,1.52,premium,h,vs1,61.75,59.0,3933.02,7.55,7.52,3,4
23796.0,1.81,premium,g,si1,62.3,58.0,3933.02,7.75,7.68,3,2
23797.0,0.8,good,j,si1,64.1,56.0,3933.02,8.09,7.97,1,2
23798.0,1.5,premium,h,vvs2,62.9,59.0,3933.02,7.31,7.26,3,7
23799.0,1.51,ideal,h,vs1,60.8,57.0,3933.02,7.43,7.46,2,4
23800.0,1.61,ideal,g,si1,62.4,55.0,3933.02,7.51,7.48,2,2
23801.0,1.42,premium,g,vs1,61.7,55.0,3933.02,7.29,7.24,3,4
23802.0,1.5,premium,d,si1,62.1,60.0,3933.02,7.28,7.22,3,2
23803.0,1.5,premium,d,si1,61.0,61.0,3933.02,7.32,7.28,3,2
23804.0,1.5,very good,d,si1,63.1,57.0,3933.02,7.31,7.24,4,2
23805.0,1.65,premium,g,si1,61.0,58.0,3933.02,7.66,7.62,3,2
23806.0,1.67,very good,i,vs1,61.6,59.1,3933.02,7.61,7.64,4,4
23807.0,1.73,premium,g,vs1,61.6,60.0,3933.02,7.67,7.62,3,4
23808.0,1.35,premium,g,vvs2,60.2,59.0,3933.02,7.2,7.16,3,7
23809.0,1.55,ideal,i,vvs1,62.1,56.0,3933.02,7.36,7.43,2,6
23810.0,1.7,good,h,si1,63.9,56.0,3933.02,7.61,7.53,1,2
23811.0,1.22,ideal,f,vvs2,62.2,54.0,3933.02,6.83,6.87,2,7
23812.0,1.55,premium,e,si1,60.1,58.0,3933.02,7.55,7.5,3,2
23813.0,1.51,premium,e,si1,63.0,58.0,3933.02,7.33,7.27,3,2
23814.0,1.71,very good,d,si2,63.5,59.0,3933.02,7.57,7.59,4,3
23815.0,1.53,very good,d,si1,59.2,57.0,3933.02,7.52,7.55,4,2
23816.0,1.5,premium,f,si1,62.9,59.0,3933.02,7.34,7.29,3,2
23817.0,1.5,very good,i,vs1,63.3,54.0,3933.02,7.26,7.33,4,4
23818.0,1.22,ideal,f,vvs2,62.7,54.0,3933.02,6.79,6.84,2,7
23819.0,1.2,ideal,e,vvs2,61.5,57.0,3933.02,6.79,6.89,2,7
23820.0,1.83,premium,i,si1,62.9,55.0,3933.02,7.9,7.78,3,2
23821.0,1.17,ideal,f,vvs1,62.1,57.0,3933.02,6.82,6.73,2,6
23822.0,0.8,ideal,i,si2,62.0,56.0,3933.02,8.21,8.1,2,3
23823.0,1.7,premium,i,vs2,62.2,58.0,3933.02,7.65,7.6,3,5
23824.0,1.09,ideal,f,if,61.6,55.0,3933.02,6.59,6.65,2,1
23825.0,1.68,ideal,e,si2,60.4,55.0,3933.02,7.79,7.7,2,3
23826.0,1.54,premium,f,si1,60.9,59.0,3933.02,7.56,7.46,3,2
23827.0,0.8,premium,j,si2,61.9,55.0,3933.02,8.09,8.06,3,3
23828.0,0.8,premium,j,si2,59.8,60.0,3933.02,8.13,8.09,3,3
23829.0,1.56,premium,f,si1,60.7,59.0,3933.02,7.55,7.45,3,2
23830.0,0.8,premium,f,si2,62.0,60.0,3933.02,7.88,7.82,3,3
23831.0,1.52,very good,h,vvs2,63.0,60.0,3933.02,7.25,7.3,4,7
23832.0,1.27,premium,f,vvs2,61.3,60.0,3933.02,6.99,6.9,3,7
23833.0,1.18,ideal,e,vvs2,61.5,57.0,3933.02,6.8,6.75,2,7
23834.0,1.52,very good,h,vs1,63.5,60.0,3933.02,7.28,7.24,4,4
23835.0,1.2,very good,f,vvs1,59.8,63.0,3933.02,6.82,6.8,4,6
23836.0,1.51,ideal,g,si1,61.6,57.0,3933.02,7.34,7.31,2,2
23837.0,1.51,ideal,g,si1,62.4,56.0,3933.02,7.36,7.33,2,2
23838.0,1.7,good,i,vs1,61.75,60.0,3933.02,7.84,7.88,1,4
23839.0,1.56,ideal,h,vs2,61.6,57.0,3933.02,7.51,7.45,2,5
23840.0,1.01,very good,d,vvs1,63.9,56.0,3933.02,6.32,6.36,4,6
26979.73,0.8,ideal,g,si1,62.8,57.46,3933.02,5.73,7.3,2,2
23842.0,0.8,fair,g,si2,61.75,56.0,3933.02,8.09,7.98,0,3
23843.0,1.7,ideal,e,si2,59.6,59.0,3933.02,7.73,7.83,2,3
23844.0,0.8,very good,f,si2,63.3,59.0,3933.02,7.98,7.89,4,3
23845.0,1.6,premium,g,si1,62.2,58.0,3933.02,7.5,7.44,3,2
23846.0,1.58,ideal,g,si1,62.2,55.0,3933.02,7.44,7.5,2,2
23847.0,1.23,ideal,f,vvs2,61.9,55.0,3933.02,6.92,6.89,2,7
23848.0,1.5,very good,d,si1,62.0,63.0,3933.02,7.27,7.31,4,2
23849.0,1.51,very good,h,vvs2,63.1,59.0,3933.02,7.28,7.26,4,7
23850.0,0.8,fair,g,si1,61.75,58.0,3933.02,7.82,7.73,0,2
23851.0,1.5,very good,e,vs2,61.9,57.0,3933.02,7.31,7.38,4,5
23852.0,1.51,ideal,d,si1,61.9,57.0,3933.02,7.42,7.35,2,2
23853.0,1.56,ideal,f,si1,62.7,57.0,3933.02,7.34,7.39,2,2
26979.73,0.8,ideal,f,vs1,61.75,60.0,3933.02,5.73,7.02,2,4
23855.0,1.52,ideal,h,vs1,60.1,60.0,3933.02,7.54,7.51,2,4
23856.0,1.05,premium,e,if,59.0,58.0,3933.02,6.7,6.66,3,1
23857.0,0.8,fair,g,si2,61.4,57.46,3933.02,8.26,8.19,0,3
23858.0,1.8,premium,i,si1,61.9,60.0,3933.02,7.78,7.74,3,2
23859.0,1.5,good,e,si1,63.9,54.0,3933.02,7.26,7.2,1,2
23860.0,1.51,ideal,f,si1,62.4,56.0,3933.02,7.34,7.4,2,2
23861.0,0.8,ideal,j,si2,63.2,55.0,3933.02,7.99,8.03,2,3
23862.0,0.8,good,i,vs2,64.3,60.0,3933.02,7.91,7.86,1,5
23863.0,1.34,ideal,g,vvs2,62.0,55.0,3933.02,7.02,7.08,2,7
23864.0,1.36,ideal,g,vvs2,61.1,57.0,3933.02,7.2,7.14,2,7
23865.0,1.51,premium,f,si1,63.0,58.0,3933.02,7.32,7.28,3,2
23866.0,1.55,very good,f,si1,63.1,56.0,3933.02,7.4,7.38,4,2
23867.0,0.8,ideal,f,si1,61.75,61.0,3933.02,7.41,5.73,2,2
23868.0,1.71,premium,i,vs2,62.8,59.0,3933.02,7.58,7.52,3,5
23869.0,0.8,premium,f,si2,61.0,59.0,3933.02,8.2,8.13,3,3
23870.0,1.63,ideal,i,vs2,61.8,56.0,3933.02,7.56,7.59,2,5
23871.0,1.77,premium,f,si1,60.3,59.0,3933.02,7.94,7.87,3,2
23872.0,0.8,fair,j,vs2,61.75,58.0,3933.02,7.96,7.75,0,5
23873.0,0.8,premium,j,vs2,62.9,60.0,3933.02,7.99,7.95,3,5
23874.0,1.51,ideal,h,vs1,62.3,57.0,3933.02,7.34,7.29,2,4
23875.0,0.8,very good,j,si2,61.7,61.0,3933.02,8.04,8.18,4,3
23876.0,0.8,very good,j,si2,60.9,60.0,3933.02,8.1,8.21,4,3
23877.0,1.73,premium,h,si1,62.4,58.0,3933.02,7.61,7.64,3,2
23878.0,0.8,premium,j,vs1,60.9,58.0,3933.02,8.46,8.41,3,4
23879.0,1.82,very good,g,si2,61.3,58.0,3933.02,7.83,7.94,4,3
23880.0,1.52,ideal,f,si1,62.3,55.1,3933.02,7.29,7.39,2,2
23881.0,1.27,ideal,f,vs1,61.6,55.0,3933.02,6.97,7.03,2,4
23882.0,1.31,ideal,g,vvs2,61.3,58.0,3933.02,7.03,7.07,2,7
23883.0,0.8,premium,h,si2,62.8,57.0,3933.02,8.05,8.01,3,3
23884.0,1.67,ideal,i,vs1,61.6,59.0,3933.02,7.64,7.61,2,4
23885.0,1.57,premium,d,si1,62.2,59.0,3933.02,7.37,7.45,3,2
23886.0,1.52,premium,h,vvs2,61.2,58.0,3933.02,7.48,7.41,3,7
23887.0,1.53,premium,h,vvs2,60.4,60.0,3933.02,7.41,7.46,3,7
23888.0,0.8,premium,g,si2,61.2,58.0,3933.02,8.42,8.3,3,3
23889.0,1.52,very good,g,vs2,63.4,58.0,3933.02,7.31,7.24,4,5
23890.0,0.8,ideal,i,si2,62.8,57.0,3933.02,8.52,8.49,2,3
23891.0,0.8,ideal,h,si2,59.7,57.0,3933.02,8.29,8.22,2,3
23892.0,0.8,good,j,si1,64.2,61.0,3933.02,7.72,7.69,1,2
23893.0,0.8,ideal,g,si2,62.2,57.0,3933.02,8.13,8.0,2,3
23894.0,1.63,very good,g,si1,62.5,58.0,3933.02,7.48,7.44,4,2
23895.0,1.57,very good,f,si1,60.3,57.46,3933.02,5.73,5.73,4,2
23896.0,1.53,ideal,f,si1,61.6,56.0,3933.02,7.34,7.39,2,2
23897.0,1.5,very good,e,si1,60.4,59.0,3933.02,7.35,7.39,4,2
26979.73,1.57,ideal,g,vs2,61.75,55.0,3933.02,7.45,7.49,2,5
23899.0,1.5,very good,g,vs1,63.4,59.0,3933.02,7.25,7.19,4,4
23900.0,1.31,ideal,g,vs1,61.6,57.0,3933.02,6.99,7.04,2,4
23901.0,1.5,ideal,g,si1,61.0,57.0,3933.02,7.38,7.41,2,2
23902.0,1.75,very good,d,si2,60.7,57.0,3933.02,7.78,7.83,4,3
23903.0,1.52,premium,h,vvs2,63.0,60.0,3933.02,7.3,7.25,3,7
23904.0,1.5,very good,g,vs2,60.5,57.0,3933.02,7.39,7.43,4,5
23905.0,1.11,ideal,d,vvs2,63.0,57.0,3933.02,6.58,6.65,2,7
23906.0,0.8,premium,f,si2,60.9,59.0,3933.02,8.15,8.11,3,3
23907.0,1.61,very good,g,si1,62.6,56.0,3933.02,7.44,7.54,4,2
23908.0,0.8,very good,j,si2,62.3,61.0,3933.02,8.16,8.21,4,3
23909.0,1.5,premium,f,si1,62.2,58.0,3933.02,7.34,7.29,3,2
23910.0,1.7,very good,e,si2,63.3,57.0,3933.02,7.59,7.51,4,3
23911.0,1.7,ideal,i,vs1,63.0,55.0,3933.02,7.75,7.54,2,4
23912.0,1.7,premium,i,vs1,61.75,60.0,3933.02,7.88,7.84,3,4
23913.0,1.02,ideal,e,if,62.2,56.0,3933.02,6.44,6.38,2,1
23914.0,1.07,ideal,e,vvs2,61.3,56.0,3933.02,6.57,6.62,2,7
23915.0,1.74,good,h,si1,60.6,62.0,3933.02,7.74,7.8,1,2
23916.0,1.02,ideal,e,vvs1,62.2,58.0,3933.02,6.42,6.44,2,6
23917.0,1.22,ideal,e,vvs2,63.0,55.0,3933.02,6.83,6.78,2,7
23918.0,1.52,very good,g,vs2,62.9,60.0,3933.02,7.28,7.31,4,5
23919.0,0.8,premium,g,si1,61.75,59.0,3933.02,5.73,5.73,3,2
23920.0,1.52,premium,h,vs1,60.6,58.0,3933.02,7.46,7.39,3,4
23921.0,1.59,ideal,h,vs1,61.8,57.0,3933.02,7.42,7.49,2,4
23922.0,0.8,premium,j,si2,60.8,58.0,3933.02,8.19,8.13,3,3
23923.0,0.8,premium,j,si1,60.9,58.0,3933.02,8.15,8.07,3,2
23924.0,0.8,premium,j,si1,62.3,59.0,3933.02,8.03,7.97,3,2
23925.0,0.8,ideal,j,si1,62.1,56.0,3933.02,8.08,8.03,2,2
23926.0,1.74,premium,d,si2,61.9,58.0,3933.02,7.73,7.67,3,3
23927.0,1.06,ideal,g,vvs2,61.75,56.0,3933.02,6.53,6.57,2,7
23928.0,1.5,ideal,h,vs1,61.2,56.0,3933.02,7.39,7.4,2,4
23929.0,0.8,premium,h,si1,61.75,59.0,3933.02,7.68,7.59,3,2
23930.0,1.24,ideal,f,vvs2,62.0,57.0,3933.02,6.86,6.91,2,7
23931.0,1.5,very good,d,si1,60.0,59.0,3933.02,7.41,7.46,4,2
23932.0,1.54,ideal,h,vvs2,62.6,56.0,3933.02,7.35,7.42,2,7
23933.0,1.28,ideal,f,vs1,61.5,55.0,3933.02,6.98,7.01,2,4
23934.0,1.76,premium,d,si1,61.0,60.0,3933.02,7.76,7.68,3,2
23935.0,0.8,premium,h,si1,60.5,61.0,3933.02,8.32,8.25,3,2
23936.0,1.26,ideal,g,vvs2,61.4,55.0,3933.02,6.96,6.99,2,7
26979.73,0.8,ideal,g,vs2,61.4,57.46,3933.02,7.4,7.3,2,5
23938.0,1.5,premium,d,si1,62.4,58.0,3933.02,7.27,7.31,3,2
23939.0,1.52,ideal,f,si1,62.0,54.0,3933.02,7.36,7.44,2,2
23940.0,0.8,premium,g,si2,62.7,59.0,3933.02,8.65,8.61,3,3
23941.0,1.51,ideal,h,vs1,62.5,54.0,3933.02,7.28,7.34,2,4
23942.0,1.68,ideal,g,si1,61.6,55.0,3933.02,7.69,7.64,2,2
23943.0,0.8,premium,j,si2,60.9,60.0,3933.02,8.21,8.1,3,3
23944.0,0.8,premium,j,si2,61.7,61.0,3933.02,8.18,8.04,3,3
23945.0,1.73,premium,h,si1,62.4,58.0,3933.02,7.64,7.61,3,2
23946.0,1.22,ideal,g,vvs1,61.5,56.0,3933.02,6.86,6.9,2,6
23947.0,1.82,premium,g,si2,61.3,58.0,3933.02,7.94,7.83,3,3
23948.0,1.56,ideal,h,si1,62.2,55.0,3933.02,7.41,7.45,2,2
23949.0,0.8,very good,j,si1,61.6,60.0,3933.02,7.99,8.02,4,2
23950.0,0.8,very good,j,si1,62.2,59.0,3933.02,7.93,8.01,4,2
23951.0,1.6,premium,h,vs1,62.5,58.0,3933.02,7.47,7.37,3,4
23952.0,1.51,premium,g,vs1,63.0,59.0,3933.02,7.24,7.19,3,4
23953.0,1.61,ideal,f,si1,62.6,58.0,3933.02,7.44,7.48,2,2
23954.0,1.55,ideal,h,vs1,60.6,57.0,3933.02,7.51,7.47,2,4
23955.0,1.64,ideal,i,vs1,62.1,55.0,3933.02,7.57,7.59,2,4
23956.0,1.53,premium,h,vvs2,60.4,60.0,3933.02,7.46,7.41,3,7
23957.0,1.44,ideal,g,vs1,62.6,57.0,3933.02,7.21,7.19,2,4
23958.0,0.8,very good,g,si2,63.1,57.0,3933.02,8.01,7.97,4,3
23959.0,1.32,ideal,g,vs1,61.6,57.0,3933.02,6.97,7.05,2,4
23960.0,0.8,very good,j,vs2,59.9,59.0,3933.02,8.25,8.32,4,5
23961.0,0.8,very good,i,si2,63.4,56.0,3933.02,8.68,8.64,4,3
23962.0,1.56,very good,h,vvs2,63.3,58.0,3933.02,7.3,7.35,4,7
23963.0,1.57,premium,h,vvs2,62.1,56.0,3933.02,7.47,7.43,3,7
23964.0,1.08,ideal,e,vvs1,61.0,56.0,3933.02,6.66,6.62,2,6
23965.0,1.7,ideal,i,vs1,60.1,57.0,3933.02,7.8,7.77,2,4
23966.0,0.8,very good,f,si2,63.4,60.0,3933.02,8.2,8.17,4,3
23967.0,1.18,very good,e,vvs2,61.5,58.0,3933.02,6.78,6.87,4,7
23968.0,1.28,premium,g,vs1,61.75,60.0,3933.02,7.03,6.98,3,4
23969.0,1.51,ideal,g,vs2,60.8,54.0,3933.02,7.45,7.43,2,5
23970.0,0.8,very good,i,si2,63.4,56.0,3933.02,8.2,8.15,4,3
23971.0,0.8,premium,j,si2,62.4,59.0,3933.02,8.05,8.1,3,3
23972.0,1.51,very good,h,vs2,62.4,55.6,3933.02,7.28,7.33,4,5
23973.0,0.8,premium,d,si2,61.1,57.0,3933.02,8.12,8.05,3,3
23974.0,1.53,ideal,f,si1,61.6,56.0,3933.02,7.39,7.34,2,2
23975.0,1.21,ideal,e,vs1,61.7,56.0,3933.02,6.82,6.85,2,4
23976.0,1.57,premium,f,si1,60.4,59.0,3933.02,7.57,7.54,3,2
23977.0,1.7,good,h,vs2,63.3,57.0,3933.02,7.54,7.59,1,5
23978.0,0.8,ideal,h,si2,61.5,56.0,3933.02,8.23,8.18,2,3
23979.0,0.8,good,h,si1,63.7,61.0,3933.02,8.1,8.07,1,2
23980.0,0.8,good,h,si1,63.7,61.0,3933.02,8.1,8.07,1,2
23981.0,1.52,ideal,h,vvs2,61.8,58.0,3933.02,7.41,7.35,2,7
23982.0,1.75,ideal,i,vs2,61.0,56.0,3933.02,7.75,7.82,2,5
26979.73,0.8,ideal,g,si1,62.3,57.46,3933.02,5.73,5.73,2,2
23984.0,1.51,very good,f,si1,62.6,57.0,3933.02,7.25,7.31,4,2
23985.0,1.56,ideal,h,vs2,60.7,57.0,3933.02,7.49,7.53,2,5
23986.0,1.5,ideal,g,vvs2,60.8,57.46,3933.02,5.73,5.73,2,7
23987.0,1.52,premium,g,vs2,62.9,60.0,3933.02,7.31,7.28,3,5
23988.0,1.13,ideal,d,vvs2,60.1,57.0,3933.02,6.78,6.83,2,7
23989.0,1.13,ideal,d,vvs2,61.7,57.0,3933.02,6.65,6.68,2,7
23990.0,1.46,premium,g,vs1,62.3,58.0,3933.02,7.2,7.25,3,4
23991.0,1.5,very good,h,vs1,59.6,60.0,3933.02,7.39,7.42,4,4
23992.0,1.12,premium,d,vvs2,59.8,58.0,3933.02,6.87,6.77,3,7
23993.0,1.51,ideal,f,si1,61.5,55.0,3933.02,7.39,7.35,2,2
23994.0,1.52,ideal,f,si1,61.2,55.0,3933.02,7.4,7.43,2,2
23995.0,0.8,ideal,g,si1,61.5,57.46,3933.02,8.15,8.07,2,2
23996.0,1.63,ideal,h,vs2,62.4,55.0,3933.02,7.53,7.57,2,5
23997.0,1.5,very good,g,vs2,62.1,57.0,3933.02,7.21,7.31,4,5
23998.0,1.56,premium,e,vs2,61.5,58.0,3933.02,7.47,7.43,3,5
23999.0,1.59,ideal,h,vs1,61.8,57.0,3933.02,7.49,7.42,2,4
24000.0,1.52,ideal,g,vs2,61.3,59.0,3933.02,7.35,7.4,2,5
24001.0,1.9,ideal,i,si2,60.9,55.0,3933.02,8.0,8.06,2,3
24002.0,0.8,ideal,i,si1,61.6,57.0,3933.02,8.24,8.15,2,2
24003.0,1.74,premium,i,vs2,61.75,59.0,3933.02,7.99,7.87,3,5
24004.0,0.8,premium,h,si2,62.7,58.0,3933.02,8.06,8.01,3,3
24005.0,1.58,ideal,h,vs2,61.4,56.0,3933.02,7.48,7.54,2,5
24006.0,1.54,ideal,h,vvs2,62.6,56.0,3933.02,7.42,7.35,2,7
24007.0,1.63,ideal,i,vvs2,62.3,54.7,3933.02,7.49,7.52,2,7
24008.0,1.18,very good,f,vvs1,60.4,59.0,3933.02,6.82,6.86,4,6
24009.0,1.5,very good,d,si1,61.0,59.0,3933.02,7.33,7.39,4,2
24010.0,0.8,ideal,h,si2,61.5,57.0,3933.02,8.3,8.25,2,3
24011.0,1.5,premium,d,si1,62.4,58.0,3933.02,7.31,7.27,3,2
24012.0,0.8,ideal,j,si2,62.3,55.0,3933.02,8.23,8.17,2,3
24013.0,0.8,premium,i,si2,62.3,59.0,3933.02,8.01,7.97,3,3
24014.0,1.52,ideal,f,si1,62.0,54.0,3933.02,7.44,7.36,2,2
